obj-old,filename,title,creator,date,description,subject,location,latitude,longitude,source,objectid,identifier,type,format,language,rights,rightsstatement
mappinglanguage156,KilledByATrainTacomaDailyNewspublishedasTHETACOMADAILYNEWSNovember61905page10.pdf,"""Killed By A Train""",The Tacoma Daily News,1905-11-06,Account of Polish worker dying while working on the Northern Pacific Railroad.,Polish; Transportation,"Carbonado, Washington",47.07982,-122.0515,NewsBank,maplanguage156,KilledByATrainTacomaDailyNewspublishedasTHETACOMADAILYNEWSNovember61905page10.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage157,PolesToObserveConstitutionDaySeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMay21909page13.pdf,"""Poles To Observe Constitution Day""",The Seattle Post-Intelligencer,1909-05-02,Account of Polish Constitution Day celebrated in Wilkeson and a survey of Polish organizations throughout the state.,Polish,"Wilkeson, Washington",47.10538,-122.04567,NewsBank,maplanguage157,PolesToObserveConstitutionDaySeattlePostIntelligencerpublishedasTheSeattlepostintelligencerMay21909page13.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage158,TheyCanFindHomesTacomaDailyNewsNovember171896page3.pdf,"""They Can Find Homes""",The Tacoma Daily News,1896-11-17,Account of Polish Charity organizations coming to aid around twenty families involved in a long distance fraud involving selling agricultural land. The families were given land by the charity at Pe-Ell.,Polish; Agriculture,"Pe-Ell, Washington",46.57038,-123.29737,NewsBank,maplanguage158,TheyCanFindHomesTacomaDailyNewsNovember171896page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage159,CriesForBreadToSavePolesHeardHereTacomaDailyNewspublishedasTHETACOMADAILYNEWSMay11915page3.pdf,"""Cries For Bread To Save Poles Heard Here""",The Tacoma Daily News,1915-05-01,Account of relief efforts for Polish immigrants organized by Tacoma residents.,Polish,"Tacoma, Washington",47.25288,-122.44429,NewsBank,maplanguage159,CriesForBreadToSavePolesHeardHereTacomaDailyNewspublishedasTHETACOMADAILYNEWSMay11915page3.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage160,FleeFromFatherSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerJune141913page2.pdf,"""Flee From Father""",The Seattle Post-Intelligencer,1913-06-14,Account of domestic violence incident involving a Polish laborer.,Polish,"Aberdeen, Washington",46.97537,-123.81572,NewsBank,maplanguage160,FleeFromFatherSeattlePostIntelligencerpublishedasTheSeattlepostintelligencerJune141913page2.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage161,LouisZemekPolishLaborerTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust271912page1.pdf,"""Louis Zemek, Polish Laborer""",The Tacoma Daily News,1912-08-27,Account of Father losing wife and child and attempting to kidnap them back from new partner at gunpoint.,Polish,"Tacoma, Washington",47.25288,-122.44429,NewsBank,maplanguage161,LouisZemekPolishLaborerTacomaDailyNewspublishedasTHETACOMADAILYNEWSAugust271912page1.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage162,PolishWorkersAreInvolvedOregonianpublishedasMorningOregonianNovember121920page6.pdf,"""Polish Workers Are Involved""",The Morning Oregonian,1920-11-12,Complicated incident involving the Polish Union and land development deals.,Polish; Land Development,"Portland, Oregon",45.52345,-122.67621,NewsBank,maplanguage162,PolishWorkersAreInvolvedOregonianpublishedasMorningOregonianNovember121920page6.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage163,SeattlePolishPeopleToBuildOrphanageHereSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41920page1.pdf,"""Seattle Polish People To Build Orphanage Here""",The Seattle Daily Times,1920-10-04,Account of the creation of an orphanage for Polish children on Bainbridge Island.,Polish,"Bainbridge Island, Washington",47.62621,-122.52124,NewsBank,maplanguage163,SeattlePolishPeopleToBuildOrphanageHereSeattleDailyTimespublishedasTHESEATTLEDAILYTIMESOctober41920page1.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage164,FRCExcerptTranscript.pdf,"Cebula, Father John",Tacoma Public Library Oral History Project,1975-12-19,"Father Ricard Cebula describes Tacoma's Polish community, mining and lumber opportunities and early Polish organizations. ",Polish;  Lumber; Agriculture,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage164,FRCExcerptTranscript.pdf,Text,application/pdf,eng,NON-COMMERCIAL USE PERMITTED,https://rightsstatements.org/page/InC-NC/1.0/?language=en
mappinglanguage165,TEN12091903.png,"""1903 Prosperity Edition""",Tacoma Evening News,1903-01-12,Front Page of the Tacoma Evening News featuring large cross hatched illustration of a ship.,Conclusion,"Tacoma, Washington",47.25288,-122.44429,The Tacoma Public Library Northwest Room,maplanguage165,TB25121889.png,Image;StillImage,image/jpeg,nor,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
